rank,country_full,confederation,total_points,rank_date
37,Côte d'Ivoire,CAF,1522,2026-01-19
27,Australie,AFC,1574,2026-01-19
38,Écosse,UEFA,1507,2026-01-19
40,Paraguay,CONMEBOL,1502,2026-01-19
41,Hongrie,UEFA,1496,2026-01-19
42,Suède,UEFA,1487,2026-01-19
43,Tchéquie,UEFA,1487,2026-01-19
44,Slovaquie,UEFA,1486,2026-01-19
45,Cameroun,CAF,1482,2026-01-19
46,Grèce,UEFA,1480,2026-01-19
47,Tunisie,CAF,1479,2026-01-19
48,RD Congo,CAF,1468,2026-01-19
49,Roumanie,UEFA,1466,2026-01-19
39,Serbie,UEFA,1506,2026-01-19
26,Nigéria,CAF,1582,2026-01-19
25,Turquie,UEFA,1583,2026-01-19
24,Autriche,UEFA,1586,2026-01-19
1,Espagne,UEFA,1877,2026-01-19
2,Argentine,CONMEBOL,1873,2026-01-19
3,France,UEFA,1870,2026-01-19
4,Angleterre,UEFA,1834,2026-01-19
5,Brésil,CONMEBOL,1760,2026-01-19
6,Portugal,UEFA,1760,2026-01-19
7,Pays-Bas,UEFA,1756,2026-01-19
8,Maroc,CAF,1737,2026-01-19
9,Belgique,UEFA,1731,2026-01-19
10,Allemagne,UEFA,1724,2026-01-19
11,Croatie,UEFA,1717,2026-01-19
12,Sénégal,CAF,1707,2026-01-19
13,Italie,UEFA,1702,2026-01-19
14,Colombie,CONMEBOL,1701,2026-01-19
15,États-Unis,CONCACAF,1682,2026-01-19
16,Mexique,CONCACAF,1676,2026-01-19
17,Uruguay,CONMEBOL,1673,2026-01-19
18,Suisse,UEFA,1655,2026-01-19
19,Japon,AFC,1650,2026-01-19
20,Iran,AFC,1617,2026-01-19
21,Danemark,UEFA,1617,2026-01-19
22,Corée du Sud,AFC,1599,2026-01-19
23,Équateur,CONMEBOL,1592,2026-01-19
50,Venezuela,CONMEBOL,1465,2026-01-19
206,Bahamas,CONCACAF,797,2026-01-19
209,Anguilla,CONCACAF,760,2026-01-19
53,Pérou,CONMEBOL,1460,2026-01-19
81,Curaçao,CONCACAF,1303,2026-01-19
82,Monténégro,UEFA,1297,2026-01-19
83,Haïti,CONCACAF,1294,2026-01-19
84,Syrie,AFC,1283,2026-01-19
85,N. Zélande,OFC,1279,2026-01-19
86,Gabon,CAF,1276,2026-01-19
87,Bulgarie,UEFA,1272,2026-01-19
88,Ouganda,CAF,1264,2026-01-19
89,Angola,CAF,1263,2026-01-19
90,Bahreïn,AFC,1259,2026-01-19
80,Guinée,CAF,1307,2026-01-19
91,Zambie,CAF,1257,2026-01-19
93,Chine,AFC,1249,2026-01-19
94,Guatémala,CONCACAF,1246,2026-01-19
95,Palestine,AFC,1245,2026-01-19
96,Thaïlande,AFC,1243,2026-01-19
97,Trinité,CONCACAF,1227,2026-01-19
98,Biélorussie,UEFA,1227,2026-01-19
99,El Salvador,CONCACAF,1227,2026-01-19
100,Tadjikistan,AFC,1225,2026-01-19
101,Mozambique,CAF,1224,2026-01-19
102,Luxembourg,UEFA,1219,2026-01-19
92,Bénin,CAF,1250,2026-01-19
79,Kosovo,UEFA,1309,2026-01-19
78,Oman,AFC,1313,2026-01-19
77,Israël,UEFA,1328,2026-01-19
54,Mali,CAF,1458,2026-01-19
55,Chili,CONMEBOL,1458,2026-01-19
56,Qatar,AFC,1455,2026-01-19
57,Slovénie,UEFA,1447,2026-01-19
58,Irak,AFC,1437,2026-01-19
59,Irlande,UEFA,1436,2026-01-19
60,Afrique du Sud,CAF,1433,2026-01-19
61,Arabie saoudite,AFC,1429,2026-01-19
62,Burkina Faso,CAF,1413,2026-01-19
63,Albanie,UEFA,1401,2026-01-19
64,Jordanie,AFC,1389,2026-01-19
65,Honduras,CONCACAF,1380,2026-01-19
66,Macédoine Nord,UEFA,1379,2026-01-19
67,Cap-Vert,CAF,1370,2026-01-19
68,ÉAU,AFC,1370,2026-01-19
69,Irlande du Nord,UEFA,1366,2026-01-19
70,Jamaïque,CONCACAF,1362,2026-01-19
71,Bosnie,UEFA,1362,2026-01-19
72,Ghana,CAF,1351,2026-01-19
73,Géorgie,UEFA,1348,2026-01-19
74,Islande,UEFA,1345,2026-01-19
75,Finlande,UEFA,1342,2026-01-19
76,Bolivie,CONMEBOL,1331,2026-01-19
52,Ouzbékistan,AFC,1462,2026-01-19
210,Saint-Marin,UEFA,726,2026-03-18
208,Vierges b.,CONCACAF,777,2026-03-18
207,Vierges a.,CONCACAF,777,2026-03-18
74,Islande,UEFA,1345,2026-03-18
73,Géorgie,UEFA,1348,2026-03-18
72,Ghana,CAF,1351,2026-03-18
71,Bosnie,UEFA,1362,2026-03-18
70,Jamaïque,CONCACAF,1362,2026-03-18
69,Irlande du Nord,UEFA,1366,2026-03-18
68,ÉAU,AFC,1370,2026-03-18
67,Cap-Vert,CAF,1370,2026-03-18
66,Macédoine Nord,UEFA,1379,2026-03-18
65,Honduras,CONCACAF,1380,2026-03-18
75,Finlande,UEFA,1342,2026-03-18
64,Jordanie,AFC,1389,2026-03-18
62,Burkina Faso,CAF,1413,2026-03-18
61,Arabie saoudite,AFC,1429,2026-03-18
60,Afrique du Sud,CAF,1433,2026-03-18
59,Irlande,UEFA,1436,2026-03-18
58,Irak,AFC,1437,2026-03-18
57,Slovénie,UEFA,1447,2026-03-18
56,Qatar,AFC,1455,2026-03-18
55,Chili,CONMEBOL,1458,2026-03-18
54,Mali,CAF,1458,2026-03-18
53,Pérou,CONMEBOL,1460,2026-03-18
63,Albanie,UEFA,1401,2026-03-18
52,Ouzbékistan,AFC,1462,2026-03-18
76,Bolivie,CONMEBOL,1331,2026-03-18
78,Oman,AFC,1313,2026-03-18
100,Tadjikistan,AFC,1225,2026-03-18
99,El Salvador,CONCACAF,1227,2026-03-18
98,Biélorussie,UEFA,1227,2026-03-18
97,Trinité,CONCACAF,1227,2026-03-18
96,Thaïlande,AFC,1243,2026-03-18
95,Palestine,AFC,1245,2026-03-18
94,Guatémala,CONCACAF,1246,2026-03-18
93,Chine,AFC,1249,2026-03-18
92,Bénin,CAF,1250,2026-03-18
91,Zambie,CAF,1257,2026-03-18
77,Israël,UEFA,1328,2026-03-18
90,Bahreïn,AFC,1259,2026-03-18
88,Ouganda,CAF,1264,2026-03-18
87,Bulgarie,UEFA,1272,2026-03-18
86,Gabon,CAF,1276,2026-03-18
85,N. Zélande,OFC,1279,2026-03-18
84,Syrie,AFC,1283,2026-03-18
83,Haïti,CONCACAF,1294,2026-03-18
82,Monténégro,UEFA,1297,2026-03-18
81,Curaçao,CONCACAF,1303,2026-03-18
80,Guinée,CAF,1307,2026-03-18
79,Kosovo,UEFA,1309,2026-03-18
89,Angola,CAF,1263,2026-03-18
101,Mozambique,CAF,1224,2026-03-18
51,Costa Rica,CONCACAF,1464,2026-03-18
49,Roumanie,UEFA,1466,2026-03-18
22,Corée du Sud,AFC,1599,2026-03-18
21,Danemark,UEFA,1617,2026-03-18
20,Iran,AFC,1617,2026-03-18
19,Japon,AFC,1650,2026-03-18
18,Suisse,UEFA,1655,2026-03-18
17,Uruguay,CONMEBOL,1673,2026-03-18
16,Mexique,CONCACAF,1676,2026-03-18
15,États-Unis,CONCACAF,1682,2026-03-18
14,Colombie,CONMEBOL,1701,2026-03-18
13,Italie,UEFA,1702,2026-03-18
23,Équateur,CONMEBOL,1592,2026-03-18
12,Sénégal,CAF,1707,2026-03-18
10,Allemagne,UEFA,1724,2026-03-18
9,Belgique,UEFA,1731,2026-03-18
8,Maroc,CAF,1737,2026-03-18
7,Pays-Bas,UEFA,1756,2026-03-18
6,Portugal,UEFA,1760,2026-03-18
5,Brésil,CONMEBOL,1760,2026-03-18
4,Angleterre,UEFA,1834,2026-03-18
3,France,UEFA,1870,2026-03-18
2,Argentine,CONMEBOL,1873,2026-03-18
1,Espagne,UEFA,1877,2026-03-18
11,Croatie,UEFA,1717,2026-03-18
50,Venezuela,CONMEBOL,1465,2026-03-18
24,Autriche,UEFA,1586,2026-03-18
26,Nigéria,CAF,1582,2026-03-18
48,RD Congo,CAF,1468,2026-03-18
47,Tunisie,CAF,1479,2026-03-18
46,Grèce,UEFA,1480,2026-03-18
45,Cameroun,CAF,1482,2026-03-18
44,Slovaquie,UEFA,1486,2026-03-18
43,Tchéquie,UEFA,1487,2026-03-18
42,Suède,UEFA,1487,2026-03-18
41,Hongrie,UEFA,1496,2026-03-18
40,Paraguay,CONMEBOL,1502,2026-03-18
39,Serbie,UEFA,1506,2026-03-18
25,Turquie,UEFA,1583,2026-03-18
38,Écosse,UEFA,1507,2026-03-18
36,Russie,UEFA,1525,2026-03-18
35,Pays de Galles,UEFA,1530,2026-03-18
34,Pologne,UEFA,1532,2026-03-18
33,Panama,CONCACAF,1539,2026-03-18
32,Norvège,UEFA,1553,2026-03-18
31,Égypte,CAF,1557,2026-03-18
30,Ukraine,UEFA,1557,2026-03-18
29,Canada,CONCACAF,1559,2026-03-18
28,Algérie,CAF,1561,2026-03-18
27,Australie,AFC,1574,2026-03-18
37,Côte d'Ivoire,CAF,1522,2026-03-18
102,Luxembourg,UEFA,1219,2026-03-18
104,Madagascar,CAF,1199,2026-03-18
105,Arménie,UEFA,1196,2026-03-18
180,Bangladesh,AFC,911,2026-03-18
179,Cambodge,AFC,912,2026-03-18
178,Barbade,CONCACAF,914,2026-03-18
177,Tchad,CAF,915,2026-03-18
176,Maurice,CAF,916,2026-03-18
175,Montserrat,CONCACAF,917,2026-03-18
174,Taipei Chinois,AFC,938,2026-03-18
173,Maldives,AFC,945,2026-03-18
172,Andorre,UEFA,949,2026-03-18
171,St. Vincent,CONCACAF,964,2026-03-18
181,Belize,CONCACAF,911,2026-03-18
170,Papoua.N.Guinée,OFC,975,2026-03-18
168,Soudan du Sud,CAF,978,2026-03-18
167,Sainte-Lucie,CONCACAF,980,2026-03-18
166,Cuba,CONCACAF,980,2026-03-18
165,Antigua-et-Bar.,CONCACAF,987,2026-03-18
164,Grenade,CONCACAF,990,2026-03-18
163,Myanmar,AFC,991,2026-03-18
162,Afghanistan,AFC,991,2026-03-18
161,Malte,UEFA,997,2026-03-18
160,Vanuatu,OFC,997,2026-03-18
159,Eswatini,CAF,1011,2026-03-18
169,Bermudes,CONCACAF,977,2026-03-18
158,Moldavie,UEFA,1013,2026-03-18
182,Népal,AFC,903,2026-03-18
184,Samoa a.,OFC,883,2026-03-18
206,Bahamas,CONCACAF,797,2026-03-18
205,Liechtenstein,UEFA,800,2026-03-18
204,Turques-Caïques,CONCACAF,804,2026-03-18
203,Seychelles,CAF,805,2026-03-18
202,Gibraltar,UEFA,818,2026-03-18
201,Guam,AFC,823,2026-03-18
200,Somalie,CAF,829,2026-03-18
199,Pakistan,AFC,833,2026-03-18
198,Timor-Leste,AFC,836,2026-03-18
197,Tonga,OFC,836,2026-03-18
183,Dominique,CONCACAF,901,2026-03-18
196,Djibouti,CAF,847,2026-03-18
194,Sri Lanka,AFC,857,2026-03-18
193,Macao,AFC,865,2026-03-18
192,Bhoutan,AFC,868,2026-03-18
191,Aruba,CONCACAF,868,2026-03-18
190,Laos,AFC,871,2026-03-18
189,São Tomé-et-P.,CAF,872,2026-03-18
188,Brunei,AFC,876,2026-03-18
187,Samoa,OFC,876,2026-03-18
186,Îles Cook,OFC,878,2026-03-18
185,Mongolie,AFC,880,2026-03-18
195,Îles Caïmans,CONCACAF,852,2026-03-18
157,Tahiti,OFC,1019,2026-03-18
156,Porto Rico,CONCACAF,1020,2026-03-18
155,Fidji,OFC,1030,2026-03-18
127,Azerbaïdjan,UEFA,1133,2026-03-18
126,Malawi,CAF,1134,2026-03-18
125,Îles Féroé,UEFA,1135,2026-03-18
124,Togo,CAF,1140,2026-03-18
123,Suriname,CONCACAF,1141,2026-03-18
122,Indonésie,AFC,1145,2026-03-18
121,Malaisie,AFC,1146,2026-03-18
120,Sierra Leone,CAF,1149,2026-03-18
119,Corée du Nord,AFC,1151,2026-03-18
118,Namibie,CAF,1153,2026-03-18
128,Chypre,UEFA,1128,2026-03-18
117,Soudan,CAF,1157,2026-03-18
115,Mauritanie,CAF,1171,2026-03-18
114,Kazakhstan,UEFA,1173,2026-03-18
113,Kenya,CAF,1180,2026-03-18
112,Libye,CAF,1183,2026-03-18
111,Niger,CAF,1185,2026-03-18
110,Tanzanie,CAF,1186,2026-03-18
109,Liban,AFC,1188,2026-03-18
108,Viêt Nam,AFC,1190,2026-03-18
107,Guinée équat.,CAF,1190,2026-03-18
106,Comores,CAF,1193,2026-03-18
116,Gambie,CAF,1162,2026-03-18
129,Estonie,UEFA,1123,2026-03-18
130,Rwanda,CAF,1118,2026-03-18
131,Nicaragua,CONCACAF,1117,2026-03-18
154,St. Kitts/Nevis,CONCACAF,1035,2026-03-18
153,Hong Kong,AFC,1038,2026-03-18
152,Salomon,OFC,1040,2026-03-18
151,Guyana,CONCACAF,1042,2026-03-18
150,N. Calédonie,OFC,1043,2026-03-18
149,Yémen,AFC,1049,2026-03-18
148,Singapour,AFC,1050,2026-03-18
147,Éthiopie,CAF,1055,2026-03-18
146,Lituanie,UEFA,1056,2026-03-18
145,Burundi,CAF,1060,2026-03-18
144,Botswana,CAF,1062,2026-03-18
143,Lesotho,CAF,1066,2026-03-18
142,R. dominicaine,CONCACAF,1077,2026-03-18
141,Inde,AFC,1080,2026-03-18
140,Libéria,CAF,1081,2026-03-18
139,Lettonie,UEFA,1083,2026-03-18
138,Centrafrique,CAF,1084,2026-03-18
137,Turkménistan,AFC,1088,2026-03-18
136,Philippines,AFC,1091,2026-03-18
135,Koweït,AFC,1105,2026-03-18
134,Congo,CAF,1106,2026-03-18
133,Guinée-Bissau,CAF,1108,2026-03-18
132,Zimbabwe,CAF,1114,2026-03-18
209,Anguilla,CONCACAF,760,2026-03-18
103,Kirghizistan,AFC,1201,2026-03-18
